candlestick_code4,label_increase,label_decrease,occurrence,percentage
BBBB,65,94,159,0.41
BBBD,13,5,18,0.72
BBBH,1,5,6,0.17
BBBK,5,5,10,0.5
BBBL,12,16,28,0.43
BBBM,40,61,101,0.4
BBBN,62,71,133,0.47
BBBP,68,85,153,0.44
BBBS,23,22,45,0.51
BBBb,71,69,140,0.51
BBBh,5,6,11,0.45
BBBj,10,14,24,0.42
BBBl,17,27,44,0.39
BBBm,75,70,145,0.52
BBBn,83,109,192,0.43
BBBs,22,29,51,0.43
BBBt,9,10,19,0.47
BBDB,6,8,14,0.43
BBDD,2,2,4,0.5
BBDH,4,3,7,0.57
BBDI,2,0,2,1.0
BBDL,3,2,5,0.6
BBDM,9,14,23,0.39
BBDN,4,6,10,0.4
BBDP,4,3,7,0.57
BBDS,3,4,7,0.43
BBDb,6,3,9,0.67
BBDh,1,0,1,1.0
BBDl,1,1,2,0.5
BBDm,5,3,8,0.62
BBDn,4,5,9,0.44
BBDs,6,11,17,0.35
BBDt,0,2,2,0.0
BBHB,2,0,2,1.0
BBHD,2,0,2,1.0
BBHN,1,0,1,1.0
BBHP,2,1,3,0.67
BBHS,0,0,0,
BBHb,0,0,0,
BBHl,2,0,2,1.0
BBHm,0,0,0,
BBHs,1,2,3,0.33
BBIb,0,1,1,0.0
BBKB,3,6,9,0.33
BBKD,1,1,2,0.5
BBKH,2,2,4,0.5
BBKI,0,3,3,0.0
BBKL,1,1,2,0.5
BBKM,4,11,15,0.27
BBKN,0,6,6,0.0
BBKP,5,8,13,0.38
BBKS,1,4,5,0.2
BBKb,3,5,8,0.38
BBKh,4,6,10,0.4
BBKl,1,1,2,0.5
BBKm,10,2,12,0.83
BBKn,3,5,8,0.38
BBKs,1,2,3,0.33
BBKt,1,1,2,0.5
BBLB,15,19,34,0.44
BBLD,1,2,3,0.33
BBLH,0,1,1,0.0
BBLK,0,1,1,0.0
BBLL,0,4,4,0.0
BBLM,11,8,19,0.58
BBLN,11,14,25,0.44
BBLP,11,16,27,0.41
BBLS,6,4,10,0.6
BBLb,12,18,30,0.4
BBLh,4,7,11,0.36
BBLj,2,1,3,0.67
BBLl,5,5,10,0.5
BBLm,20,23,43,0.47
BBLn,11,13,24,0.46
BBLs,6,13,19,0.32
BBLt,1,1,2,0.5
BBMB,41,66,107,0.38
BBMD,2,1,3,0.67
BBMH,2,1,3,0.67
BBMK,0,1,1,0.0
BBML,4,11,15,0.27
BBMM,31,55,86,0.36
BBMN,33,53,86,0.38
BBMP,61,50,111,0.55
BBMS,20,19,39,0.51
BBMb,49,42,91,0.54
BBMh,26,35,61,0.43
BBMj,10,8,18,0.56
BBMl,7,27,34,0.21
BBMm,67,65,132,0.51
BBMn,58,70,128,0.45
BBMs,28,26,54,0.52
BBMt,7,6,13,0.54
BBNB,49,68,117,0.42
BBND,7,9,16,0.44
BBNH,8,10,18,0.44
BBNI,0,3,3,0.0
BBNK,3,8,11,0.27
BBNL,12,18,30,0.4
BBNM,40,60,100,0.4
BBNN,60,73,133,0.45
BBNP,58,95,153,0.38
BBNS,37,33,70,0.53
BBNb,54,49,103,0.52
BBNh,11,17,28,0.39
BBNl,16,20,36,0.44
BBNm,74,62,136,0.54
BBNn,76,87,163,0.47
BBNs,46,39,85,0.54
BBNt,6,10,16,0.38
BBPB,57,66,123,0.46
BBPD,3,3,6,0.5
BBPH,19,14,33,0.58
BBPI,9,10,19,0.47
BBPK,5,4,9,0.56
BBPL,15,17,32,0.47
BBPM,48,67,115,0.42
BBPN,59,81,140,0.42
BBPP,79,102,181,0.44
BBPS,31,51,82,0.38
BBPb,66,64,130,0.51
BBPh,4,6,10,0.4
BBPl,21,21,42,0.5
BBPm,91,64,155,0.59
BBPn,60,70,130,0.46
BBPs,31,49,80,0.39
BBPt,6,10,16,0.38
BBSB,14,30,44,0.32
BBSD,6,5,11,0.55
BBSH,7,12,19,0.37
BBSI,1,1,2,0.5
BBSK,0,1,1,0.0
BBSL,7,2,9,0.78
BBSM,14,30,44,0.32
BBSN,19,14,33,0.58
BBSP,29,31,60,0.48
BBSS,23,27,50,0.46
BBSb,16,8,24,0.67
BBSh,8,15,23,0.35
BBSl,11,7,18,0.61
BBSm,27,35,62,0.44
BBSn,18,34,52,0.35
BBSs,27,22,49,0.55
BBSt,4,4,8,0.5
BBbB,61,62,123,0.5
BBbD,5,3,8,0.62
BBbH,20,31,51,0.39
BBbI,10,6,16,0.62
BBbJ,20,16,36,0.56
BBbK,6,2,8,0.75
BBbL,11,15,26,0.42
BBbM,42,69,111,0.38
BBbN,76,99,175,0.43
BBbP,72,62,134,0.54
BBbS,32,31,63,0.51
BBbb,46,43,89,0.52
BBbl,26,13,39,0.67
BBbm,67,44,111,0.6
BBbn,59,82,141,0.42
BBbs,34,37,71,0.48
BBhB,1,8,9,0.11
BBhD,1,0,1,1.0
BBhH,1,2,3,0.33
BBhL,2,0,2,1.0
BBhM,6,2,8,0.75
BBhN,2,4,6,0.33
BBhP,3,8,11,0.27
BBhS,3,3,6,0.5
BBhb,3,5,8,0.38
BBhh,3,5,8,0.38
BBhl,1,1,2,0.5
BBhm,7,6,13,0.54
BBhn,5,7,12,0.42
BBhs,7,3,10,0.7
BBjB,15,11,26,0.58
BBjD,0,1,1,0.0
BBjH,3,6,9,0.33
BBjI,2,0,2,1.0
BBjK,0,1,1,0.0
BBjL,3,5,8,0.38
BBjM,5,15,20,0.25
BBjN,9,8,17,0.53
BBjP,18,15,33,0.55
BBjS,6,10,16,0.38
BBjb,17,10,27,0.63
BBjh,4,3,7,0.57
BBjl,3,5,8,0.38
BBjm,28,14,42,0.67
BBjn,10,13,23,0.43
BBjs,9,9,18,0.5
BBjt,2,1,3,0.67
BBlB,12,16,28,0.43
BBlD,3,2,5,0.6
BBlH,17,11,28,0.61
BBlI,1,1,2,0.5
BBlJ,4,4,8,0.5
BBlK,3,0,3,1.0
BBlL,4,3,7,0.57
BBlM,13,20,33,0.39
BBlN,15,17,32,0.47
BBlP,16,20,36,0.44
BBlS,11,14,25,0.44
BBlb,10,23,33,0.3
BBll,6,2,8,0.75
BBlm,21,14,35,0.6
BBln,17,10,27,0.63
BBls,11,10,21,0.52
BBmB,61,49,110,0.55
BBmD,14,14,28,0.5
BBmH,46,49,95,0.48
BBmI,5,8,13,0.38
BBmJ,15,12,27,0.56
BBmK,1,1,2,0.5
BBmL,13,19,32,0.41
BBmM,60,67,127,0.47
BBmN,74,72,146,0.51
BBmP,69,56,125,0.55
BBmS,38,45,83,0.46
BBmb,44,31,75,0.59
BBml,16,9,25,0.64
BBmm,57,64,121,0.47
BBmn,76,73,149,0.51
BBms,58,43,101,0.57
BBnB,62,56,118,0.53
BBnD,6,10,16,0.38
BBnH,44,39,83,0.53
BBnI,13,7,20,0.65
BBnK,3,7,10,0.3
BBnL,18,19,37,0.49
BBnM,56,67,123,0.46
BBnN,80,100,180,0.44
BBnP,81,89,170,0.48
BBnS,48,56,104,0.46
BBnb,63,56,119,0.53
BBnh,9,6,15,0.6
BBnl,23,18,41,0.56
BBnm,66,69,135,0.49
BBnn,89,82,171,0.52
BBns,52,65,117,0.44
BBnt,1,0,1,1.0
BBsB,17,21,38,0.45
BBsD,4,2,6,0.67
BBsH,27,29,56,0.48
BBsI,7,10,17,0.41
BBsK,0,1,1,0.0
BBsL,8,7,15,0.53
BBsM,27,24,51,0.53
BBsN,26,29,55,0.47
BBsP,28,30,58,0.48
BBsS,18,31,49,0.37
BBsb,13,20,33,0.39
BBsh,2,0,2,1.0
BBsl,8,5,13,0.62
BBsm,20,41,61,0.33
BBsn,18,20,38,0.47
BBss,17,23,40,0.42
BBst,1,3,4,0.25
BBtB,16,11,27,0.59
BBtD,2,0,2,1.0
BBtH,3,4,7,0.43
BBtI,0,1,1,0.0
BBtL,3,1,4,0.75
BBtM,9,9,18,0.5
BBtN,6,10,16,0.38
BBtP,10,9,19,0.53
BBtS,6,5,11,0.55
BBtb,8,8,16,0.5
BBtl,1,4,5,0.2
BBtm,16,14,30,0.53
BBtn,9,8,17,0.53
BBts,5,10,15,0.33
BBtt,2,4,6,0.33
BDBB,5,6,11,0.45
BDBD,4,0,4,1.0
BDBK,3,1,4,0.75
BDBL,0,2,2,0.0
BDBM,2,7,9,0.22
BDBN,3,4,7,0.43
BDBP,6,11,17,0.35
BDBS,1,4,5,0.2
BDBb,2,9,11,0.18
BDBh,1,2,3,0.33
BDBj,3,2,5,0.6
BDBl,1,0,1,1.0
BDBm,6,12,18,0.33
BDBn,5,7,12,0.42
BDBs,3,3,6,0.5
BDBt,0,1,1,0.0
BDDB,2,1,3,0.67
BDDD,0,1,1,0.0
BDDH,0,1,1,0.0
BDDI,0,0,0,
BDDL,0,1,1,0.0
BDDM,3,2,5,0.6
BDDN,0,2,2,0.0
BDDP,1,1,2,0.5
BDDS,0,4,4,0.0
BDDb,0,2,2,0.0
BDDm,3,0,3,1.0
BDDn,3,0,3,1.0
BDDs,0,3,3,0.0
BDDt,1,0,1,1.0
BDHB,6,4,10,0.6
BDHD,3,2,5,0.6
BDHH,1,4,5,0.2
BDHI,1,1,2,0.5
BDHL,1,1,2,0.5
BDHM,10,9,19,0.53
BDHN,8,4,12,0.67
BDHP,5,7,12,0.42
BDHS,6,6,12,0.5
BDHb,5,7,12,0.42
BDHh,5,9,14,0.36
BDHl,1,3,4,0.25
BDHm,12,3,15,0.8
BDHn,1,5,6,0.17
BDHs,6,7,13,0.46
BDHt,0,2,2,0.0
BDIB,1,1,2,0.5
BDIH,1,0,1,1.0
BDII,0,1,1,0.0
BDIK,0,1,1,0.0
BDIL,2,1,3,0.67
BDIM,2,1,3,0.67
BDIN,0,2,2,0.0
BDIS,1,0,1,1.0
BDIm,0,2,2,0.0
BDIn,2,1,3,0.67
BDIs,1,1,2,0.5
BDKM,1,0,1,1.0
BDKS,0,0,0,
BDKh,1,0,1,1.0
BDKm,0,1,1,0.0
BDLB,2,2,4,0.5
BDLD,1,0,1,1.0
BDLL,3,1,4,0.75
BDLM,0,3,3,0.0
BDLN,1,2,3,0.33
BDLP,2,5,7,0.29
BDLS,1,2,3,0.33
BDLb,3,5,8,0.38
BDLh,0,1,1,0.0
BDLj,1,0,1,1.0
BDLl,3,0,3,1.0
BDLm,2,2,4,0.5
BDLn,2,4,6,0.33
BDLs,1,1,2,0.5
BDMB,3,8,11,0.27
BDMD,2,1,3,0.67
BDMH,0,1,1,0.0
BDML,0,3,3,0.0
BDMM,7,10,17,0.41
BDMN,3,4,7,0.43
BDMP,9,10,19,0.47
BDMS,6,6,12,0.5
BDMb,5,7,12,0.42
BDMh,4,9,13,0.31
BDMj,2,0,2,1.0
BDMl,3,1,4,0.75
BDMm,13,11,24,0.54
BDMn,4,11,15,0.27
BDMs,8,7,15,0.53
BDMt,0,3,3,0.0
BDNB,6,6,12,0.5
BDND,2,1,3,0.67
BDNH,4,0,4,1.0
BDNI,0,1,1,0.0
BDNK,0,1,1,0.0
BDNL,1,0,1,1.0
BDNM,4,5,9,0.44
BDNN,6,6,12,0.5
BDNP,7,6,13,0.54
BDNS,4,11,15,0.27
BDNb,4,3,7,0.57
BDNh,3,0,3,1.0
BDNl,3,1,4,0.75
BDNm,11,4,15,0.73
BDNn,1,4,5,0.2
BDNs,6,3,9,0.67
BDNt,0,2,2,0.0
BDPB,7,9,16,0.44
BDPD,3,1,4,0.75
BDPH,1,4,5,0.2
BDPI,3,1,4,0.75
BDPK,0,3,3,0.0
BDPL,2,3,5,0.4
BDPM,4,6,10,0.4
BDPN,3,9,12,0.25
BDPP,9,6,15,0.6
BDPS,8,7,15,0.53
BDPb,8,4,12,0.67
BDPh,0,1,1,0.0
BDPl,6,1,7,0.86
BDPm,9,4,13,0.69
BDPn,9,3,12,0.75
BDPs,2,6,8,0.25
BDPt,1,0,1,1.0
BDSB,4,5,9,0.44
BDSD,0,0,0,
BDSH,3,3,6,0.5
BDSI,1,0,1,1.0
BDSK,0,0,0,
BDSL,3,3,6,0.5
BDSM,6,9,15,0.4
BDSN,5,6,11,0.45
BDSP,8,12,20,0.4
BDSS,8,9,17,0.47
BDSb,7,6,13,0.54
BDSh,4,1,5,0.8
BDSl,0,2,2,0.0
BDSm,10,4,14,0.71
BDSn,7,3,10,0.7
BDSs,9,7,16,0.56
BDSt,1,1,2,0.5
BDbB,10,5,15,0.67
BDbD,1,0,1,1.0
BDbH,0,0,0,
BDbI,1,0,1,1.0
BDbJ,2,0,2,1.0
BDbK,0,1,1,0.0
BDbL,2,2,4,0.5
BDbM,6,6,12,0.5
BDbN,3,9,12,0.25
BDbP,11,6,17,0.65
BDbS,4,3,7,0.57
BDbb,7,2,9,0.78
BDbl,2,1,3,0.67
BDbm,9,6,15,0.6
BDbn,6,6,12,0.5
BDbs,4,4,8,0.5
BDhB,1,1,2,0.5
BDhL,1,0,1,1.0
BDhN,2,0,2,1.0
BDhb,1,0,1,1.0
BDhh,1,0,1,1.0
BDhl,1,0,1,1.0
BDhm,1,0,1,1.0
BDlB,0,4,4,0.0
BDlH,0,3,3,0.0
BDlJ,1,0,1,1.0
BDlM,3,1,4,0.75
BDlN,2,3,5,0.4
BDlP,4,1,5,0.8
BDlS,3,1,4,0.75
BDlm,0,2,2,0.0
BDln,1,1,2,0.5
BDls,2,0,2,1.0
BDmB,8,5,13,0.62
BDmD,3,0,3,1.0
BDmH,8,7,15,0.53
BDmI,0,1,1,0.0
BDmJ,4,2,6,0.67
BDmL,2,1,3,0.67
BDmM,10,12,22,0.45
BDmN,2,10,12,0.17
BDmP,6,8,14,0.43
BDmS,7,5,12,0.58
BDmb,2,11,13,0.15
BDml,1,3,4,0.25
BDmm,12,7,19,0.63
BDmn,7,6,13,0.54
BDms,8,7,15,0.53
BDnB,4,3,7,0.57
BDnD,2,1,3,0.67
BDnH,3,10,13,0.23
BDnI,0,1,1,0.0
BDnL,3,2,5,0.6
BDnM,4,8,12,0.33
BDnN,4,6,10,0.4
BDnP,9,10,19,0.47
BDnS,0,6,6,0.0
BDnb,7,8,15,0.47
BDnl,0,4,4,0.0
BDnm,13,4,17,0.76
BDnn,7,1,8,0.88
BDns,2,6,8,0.25
BDsB,4,5,9,0.44
BDsD,1,2,3,0.33
BDsH,2,9,11,0.18
BDsI,3,2,5,0.6
BDsL,1,2,3,0.33
BDsM,3,9,12,0.25
BDsN,4,8,12,0.33
BDsP,3,6,9,0.33
BDsS,8,4,12,0.67
BDsb,7,3,10,0.7
BDsh,1,2,3,0.33
BDsl,1,3,4,0.25
BDsm,2,9,11,0.18
BDsn,5,5,10,0.5
BDss,2,5,7,0.29
BDtB,0,1,1,0.0
BDtH,0,1,1,0.0
BDtI,1,0,1,1.0
BDtN,2,0,2,1.0
BDtP,0,1,1,0.0
BDtS,2,0,2,1.0
BDtb,1,1,2,0.5
BDtm,0,2,2,0.0
BDtn,1,0,1,1.0
BDts,1,0,1,1.0
BHBB,1,0,1,1.0
BHBM,1,1,2,0.5
BHBN,0,1,1,0.0
BHBP,0,0,0,
BHBS,1,1,2,0.5
BHBb,1,1,2,0.5
BHBj,1,0,1,1.0
BHBm,1,0,1,1.0
BHBn,1,0,1,1.0
BHDM,0,1,1,0.0
BHDN,0,1,1,0.0
BHDP,1,0,1,1.0
BHDS,0,1,1,0.0
BHHs,1,0,1,1.0
BHIM,0,1,1,0.0
BHIN,2,0,2,1.0
BHIP,1,0,1,1.0
BHIS,0,1,1,0.0
BHKB,0,1,1,0.0
BHKn,0,0,0,
BHLM,0,1,1,0.0
BHLb,1,1,2,0.5
BHLm,1,0,1,1.0
BHLn,0,1,1,0.0
BHMB,0,1,1,0.0
BHMM,2,2,4,0.5
BHMN,1,0,1,1.0
BHMP,0,2,2,0.0
BHMS,1,0,1,1.0
BHMb,1,1,2,0.5
BHMn,1,2,3,0.33
BHMs,0,1,1,0.0
BHMt,1,1,2,0.5
BHNB,2,0,2,1.0
BHNM,0,1,1,0.0
BHNN,0,1,1,0.0
BHNP,2,1,3,0.67
BHNS,1,0,1,1.0
BHNb,1,1,2,0.5
BHNl,0,0,0,
BHNn,2,0,2,1.0
BHNs,0,1,1,0.0
BHPB,3,0,3,1.0
BHPL,0,1,1,0.0
BHPM,0,0,0,
BHPN,2,2,4,0.5
BHPP,2,0,2,1.0
BHPS,0,1,1,0.0
BHPb,0,1,1,0.0
BHPl,1,0,1,1.0
BHPm,0,1,1,0.0
BHPs,2,1,3,0.67
BHSB,1,0,1,1.0
BHSH,0,1,1,0.0
BHSM,0,1,1,0.0
BHSP,1,0,1,1.0
BHSS,0,0,0,
BHSb,0,1,1,0.0
BHSm,0,1,1,0.0
BHSs,3,0,3,1.0
BHbB,0,1,1,0.0
BHbL,1,0,1,1.0
BHbM,1,1,2,0.5
BHbP,2,1,3,0.67
BHbS,0,1,1,0.0
BHbb,2,0,2,1.0
BHbl,0,0,0,
BHbm,0,2,2,0.0
BHbn,0,1,1,0.0
BHhM,0,0,0,
BHhN,1,0,1,1.0
BHhs,1,0,1,1.0
BHlJ,1,0,1,1.0
BHlM,1,0,1,1.0
BHlN,1,0,1,1.0
BHls,1,0,1,1.0
BHmB,0,1,1,0.0
BHmD,0,1,1,0.0
BHmH,0,2,2,0.0
BHmL,0,1,1,0.0
BHmM,1,0,1,1.0
BHmN,0,3,3,0.0
BHmP,1,0,1,1.0
BHmS,1,1,2,0.5
BHmb,1,0,1,1.0
BHmm,1,0,1,1.0
BHmn,1,1,2,0.5
BHnB,0,1,1,0.0
BHnI,1,1,2,0.5
BHnL,0,1,1,0.0
BHnM,1,0,1,1.0
BHnN,0,2,2,0.0
BHnP,1,1,2,0.5
BHnS,0,1,1,0.0
BHnb,1,1,2,0.5
BHns,0,1,1,0.0
BHsB,1,0,1,1.0
BHsH,1,1,2,0.5
BHsM,2,1,3,0.67
BHsN,1,0,1,1.0
BHsP,0,1,1,0.0
BHsS,1,0,1,1.0
BHsh,1,0,1,1.0
BHsm,3,0,3,1.0
BHss,0,0,0,
BIBK,1,0,1,1.0
BIBP,1,0,1,1.0
BIBS,1,0,1,1.0
BIBm,1,0,1,1.0
BIDB,0,1,1,0.0
BIDL,1,0,1,1.0
BIHS,0,0,0,
BIHm,0,1,1,0.0
BIMH,0,1,1,0.0
BIMM,0,2,2,0.0
BIMN,0,1,1,0.0
BIMb,1,0,1,1.0
BIMm,1,0,1,1.0
BIMs,1,0,1,1.0
BINP,0,1,1,0.0
BINS,0,0,0,
BINm,0,2,2,0.0
BIPD,0,1,1,0.0
BIPH,0,1,1,0.0
BISH,0,0,0,
BISP,0,1,1,0.0
BISS,0,1,1,0.0
BISs,0,0,0,
BIbK,1,0,1,1.0
BIbM,0,1,1,0.0
BIbN,1,0,1,1.0
BIbP,1,0,1,1.0
BIbb,1,0,1,1.0
BIbl,0,1,1,0.0
BIbs,0,1,1,0.0
BIhL,0,1,1,0.0
BIlM,1,0,1,1.0
BImK,0,1,1,0.0
BImS,1,0,1,1.0
BInI,1,0,1,1.0
BIsH,0,0,0,
BIsS,0,2,2,0.0
BIsm,1,0,1,1.0
BKBB,10,3,13,0.77
BKBD,2,2,4,0.5
BKBI,0,1,1,0.0
BKBK,1,2,3,0.33
BKBL,2,1,3,0.67
BKBM,6,3,9,0.67
BKBN,4,3,7,0.57
BKBP,7,8,15,0.47
BKBS,5,2,7,0.71
BKBb,5,3,8,0.62
BKBh,1,1,2,0.5
BKBj,0,1,1,0.0
BKBl,1,2,3,0.33
BKBm,6,6,12,0.5
BKBn,7,7,14,0.5
BKBs,2,3,5,0.4
BKDB,1,1,2,0.5
BKDH,0,0,0,
BKDL,0,1,1,0.0
BKDM,0,1,1,0.0
BKDN,1,0,1,1.0
BKDP,0,2,2,0.0
BKDb,1,1,2,0.5
BKDl,1,1,2,0.5
BKDm,0,1,1,0.0
BKDn,1,0,1,1.0
BKDs,0,3,3,0.0
BKDt,0,1,1,0.0
BKHB,1,0,1,1.0
BKHK,1,0,1,1.0
BKHM,0,1,1,0.0
BKHN,1,1,2,0.5
BKHP,1,3,4,0.25
BKHS,2,0,2,1.0
BKHh,0,1,1,0.0
BKHm,1,0,1,1.0
BKHn,1,2,3,0.33
BKHs,1,0,1,1.0
BKIB,0,1,1,0.0
BKIH,1,1,2,0.5
BKIM,1,1,2,0.5
BKIN,0,1,1,0.0
BKIP,0,3,3,0.0
BKIS,0,0,0,
BKIb,2,0,2,1.0
BKIl,1,0,1,1.0
BKIm,3,0,3,1.0
BKIn,0,4,4,0.0
BKIs,0,1,1,0.0
BKKM,0,1,1,0.0
BKKS,1,0,1,1.0
BKKs,0,3,3,0.0
BKLB,1,2,3,0.33
BKLL,1,3,4,0.25
BKLM,1,3,4,0.25
BKLN,0,2,2,0.0
BKLP,0,2,2,0.0
BKLb,1,1,2,0.5
BKLh,0,0,0,
BKLj,0,0,0,
BKLl,0,0,0,
BKLm,1,2,3,0.33
BKLn,4,2,6,0.67
BKLs,2,0,2,1.0
BKLt,1,0,1,1.0
BKMB,5,9,14,0.36
BKMD,2,0,2,1.0
BKMH,1,0,1,1.0
BKMI,1,0,1,1.0
BKMK,1,0,1,1.0
BKMM,8,6,14,0.57
BKMN,5,6,11,0.45
BKMP,6,7,13,0.46
BKMS,4,2,6,0.67
BKMb,2,8,10,0.2
BKMh,7,10,17,0.41
BKMj,1,2,3,0.33
BKMl,1,3,4,0.25
BKMm,10,8,18,0.56
BKMn,4,9,13,0.31
BKMs,5,6,11,0.45
BKMt,2,1,3,0.67
BKNB,3,3,6,0.5
BKND,1,0,1,1.0
BKNI,1,0,1,1.0
BKNK,0,0,0,
BKNL,0,2,2,0.0
BKNM,2,5,7,0.29
BKNN,3,3,6,0.5
BKNP,3,9,12,0.25
BKNS,4,7,11,0.36
BKNb,0,1,1,0.0
BKNh,2,1,3,0.67
BKNl,0,2,2,0.0
BKNm,9,8,17,0.53
BKNn,8,8,16,0.5
BKNs,3,5,8,0.38
BKPB,9,6,15,0.6
BKPD,0,1,1,0.0
BKPH,0,6,6,0.0
BKPI,2,1,3,0.67
BKPK,2,1,3,0.67
BKPL,3,0,3,1.0
BKPM,3,7,10,0.3
BKPN,1,6,7,0.14
BKPP,9,9,18,0.5
BKPS,6,7,13,0.46
BKPb,4,5,9,0.44
BKPh,0,1,1,0.0
BKPl,2,3,5,0.4
BKPm,14,5,19,0.74
BKPn,7,6,13,0.54
BKPs,1,6,7,0.14
BKPt,0,2,2,0.0
BKSB,4,4,8,0.5
BKSD,1,1,2,0.5
BKSH,1,1,2,0.5
BKSK,2,0,2,1.0
BKSL,1,2,3,0.33
BKSM,6,3,9,0.67
BKSN,4,3,7,0.57
BKSP,4,9,13,0.31
BKSS,5,1,6,0.83
BKSb,5,3,8,0.62
BKSh,3,2,5,0.6
BKSl,1,0,1,1.0
BKSm,4,3,7,0.57
BKSn,7,7,14,0.5
BKSs,3,3,6,0.5
BKSt,0,0,0,
BKbB,3,3,6,0.5
BKbD,0,0,0,
BKbH,1,2,3,0.33
BKbI,0,1,1,0.0
BKbJ,1,0,1,1.0
BKbL,0,1,1,0.0
BKbM,2,3,5,0.4
BKbN,4,4,8,0.5
BKbP,4,3,7,0.57
BKbS,8,5,13,0.62
BKbb,3,4,7,0.43
BKbl,3,0,3,1.0
BKbm,5,4,9,0.56
BKbn,3,3,6,0.5
BKbs,0,4,4,0.0
BKhB,3,7,10,0.3
BKhD,0,2,2,0.0
BKhI,1,2,3,0.33
BKhL,0,2,2,0.0
BKhM,7,5,12,0.58
BKhN,1,2,3,0.33
BKhP,6,3,9,0.67
BKhS,6,3,9,0.67
BKhb,3,6,9,0.33
BKhh,3,3,6,0.5
BKhl,2,1,3,0.67
BKhm,8,6,14,0.57
BKhn,4,7,11,0.36
BKhs,3,5,8,0.38
BKht,1,0,1,1.0
BKlB,2,0,2,1.0
BKlD,2,1,3,0.67
BKlH,0,1,1,0.0
BKlL,2,0,2,1.0
BKlM,1,3,4,0.25
BKlN,1,2,3,0.33
BKlP,1,2,3,0.33
BKlS,1,4,5,0.2
BKll,1,2,3,0.33
BKlm,1,0,1,1.0
BKln,1,0,1,1.0
BKls,1,1,2,0.5
BKmB,4,4,8,0.5
BKmD,2,3,5,0.4
BKmH,6,1,7,0.86
BKmI,2,0,2,1.0
BKmJ,4,0,4,1.0
BKmL,1,3,4,0.25
BKmM,7,14,21,0.33
BKmN,8,4,12,0.67
BKmP,8,6,14,0.57
BKmS,10,7,17,0.59
BKmb,6,9,15,0.4
BKmh,0,1,1,0.0
BKml,2,4,6,0.33
BKmm,6,4,10,0.6
BKmn,6,3,9,0.67
BKms,3,9,12,0.25
BKnB,3,3,6,0.5
BKnD,0,1,1,0.0
BKnH,3,5,8,0.38
BKnI,1,1,2,0.5
BKnK,0,3,3,0.0
BKnL,2,0,2,1.0
BKnM,6,6,12,0.5
BKnN,6,8,14,0.43
BKnP,7,7,14,0.5
BKnS,4,7,11,0.36
BKnb,2,3,5,0.4
BKnh,0,1,1,0.0
BKnl,1,1,2,0.5
BKnm,4,2,6,0.67
BKnn,0,1,1,0.0
BKns,4,7,11,0.36
BKnt,1,0,1,1.0
BKsB,1,4,5,0.2
BKsD,0,2,2,0.0
BKsH,5,10,15,0.33
BKsI,0,2,2,0.0
BKsL,1,1,2,0.5
BKsM,5,6,11,0.45
BKsN,6,8,14,0.43
BKsP,3,4,7,0.43
BKsS,4,2,6,0.67
BKsb,1,2,3,0.33
BKsl,1,1,2,0.5
BKsm,7,4,11,0.64
BKsn,4,6,10,0.4
BKss,5,5,10,0.5
BKtB,0,1,1,0.0
BKtH,1,2,3,0.33
BKtL,0,1,1,0.0
BKtM,2,2,4,0.5
BKtN,1,1,2,0.5
BKtP,2,1,3,0.67
BKtS,2,3,5,0.4
BKtb,1,0,1,1.0
BKtl,0,0,0,
BKtm,1,0,1,1.0
BKts,1,0,1,1.0
BLBB,17,17,34,0.5
BLBD,4,1,5,0.8
BLBK,1,1,2,0.5
BLBL,3,9,12,0.25
BLBM,12,13,25,0.48
BLBN,13,22,35,0.37
BLBP,16,22,38,0.42
BLBS,4,1,5,0.8
BLBb,11,24,35,0.31
BLBh,1,1,2,0.5
BLBj,3,4,7,0.43
BLBl,8,5,13,0.62
BLBm,20,17,37,0.54
BLBn,23,31,54,0.43
BLBs,3,6,9,0.33
BLBt,3,2,5,0.6
BLDB,0,1,1,0.0
BLDH,0,1,1,0.0
BLDL,0,0,0,
BLDM,1,1,2,0.5
BLDN,2,0,2,1.0
BLDP,2,2,4,0.5
BLDS,1,0,1,1.0
BLDb,2,0,2,1.0
BLDh,0,1,1,0.0
BLDl,1,0,1,1.0
BLDm,4,1,5,0.8
BLDn,0,2,2,0.0
